mid,genre
1800019444,Drama
1800019450,Comedy|Drama
1800019452,Suspense/Horror
1800019456,Art/Foreign|Comedy|Romance
1800019457,Action/Adventure|Thriller
1800019471,Comedy
1800019475,Kids/Family|Comedy
1800019478,Drama
1800019483,Science Fiction/Fantasy|Thriller
1800019487,Action/Adventure|Comedy
1800019489,Comedy|Romance
1800019491,Drama|Romance
1800019492,Art/Foreign|Suspense/Horror
1800019500,Comedy|Drama
1800019501,Comedy
1800019506,Suspense/Horror
1800019512,Thriller
1800019513,Documentary
1800019517,Drama
1800019520,Drama
1800019526,Art/Foreign|Drama
1800019531,Science Fiction/Fantasy|Thriller
1800019532,Thriller
1800019537,Suspense/Horror|Thriller
1800019545,Action/Adventure|Drama
1800019551,Comedy
1800019559,Kids/Family
1800019565,Kids/Family|Musical/Performing Arts
1800019576,Drama|Crime/Gangster
1800019578,Drama
1800019594,Science Fiction/Fantasy|Action/Adventure
1800019598,Drama
1800019604,Action/Adventure|Drama
1800019612,\N
1800019616,Comedy
1800019618,Action/Adventure|Drama
1800019624,Drama
1800019626,Comedy
1800019646,Art/Foreign|Drama
1800019654,Thriller
1800019665,Thriller
1800019671,Comedy|Drama|Romance
1800019672,Action/Adventure|Drama|Kids/Family
1800019674,Art/Foreign|Comedy
1800019679,Science Fiction/Fantasy|Thriller
1800019687,Comedy|Romance
1800019689,Drama
1800019695,Kids/Family|Musical/Performing Arts
1800019704,Comedy
1800019711,Romance
1800019714,Drama
1800019720,Comedy|Romance
1800019727,Drama
1800019733,Comedy
1800019739,Kids/Family
1800019756,Art/Foreign|Drama|Romance
1800019757,\N
1800019759,\N
1800019773,Drama
1800019777,Drama
1800019784,Comedy|Drama
1800019792,Action/Adventure|Thriller
1800019794,Kids/Family|Animation
1800019802,Action/Adventure
1800019809,Drama
1800019814,Comedy
1800019822,Comedy|Drama
1800019842,Action/Adventure
1800019851,Drama|Kids/Family
1800019859,Comedy
1800019868,Art/Foreign|Drama
1800019893,Art/Foreign|Drama
1800019905,Drama|Romance
1800019910,\N
1800019914,Comedy
1800019927,Comedy
1800019929,Drama
1800019941,Documentary
1800019948,Documentary
1800019955,Action/Adventure|Science Fiction/Fantasy
1800019963,Drama
1800019983,Kids/Family
1800019988,Drama
1800019996,Drama
1800020015,Art/Foreign
1800020020,Art/Foreign
1800020025,Documentary
1800020031,Documentary|Drama
1800020035,Romance
1800020037,Art/Foreign|Drama
1800020044,Comedy|Romance
1800020050,Kids/Family
1800020058,Comedy
1800020066,Drama
1800020073,Documentary
1800020075,Documentary
1800020089,Comedy
1800020092,Comedy
1800020102,Drama
1800020107,Comedy
1800020112,Kids/Family
1800020117,Documentary
1800020133,Thriller|Science Fiction/Fantasy
1800020135,Thriller
1800020138,Comedy
1800020142,Kids/Family
1800020147,Art/Foreign|Drama
1800020154,Drama
1800020160,Comedy
1800020170,Documentary
1800020187,Drama
1800020194,Documentary
1800020197,Documentary
1800020207,\N
1800020212,Drama
1800020216,Romance
1800020227,Thriller
1800020245,Kids/Family
1800020253,Documentary
1800020260,Drama
1800020267,Romance
1800020276,Drama
1800020283,Drama|Crime/Gangster
1800020296,Drama
1800020299,Drama
1800020307,Drama
1800020309,Drama|Thriller
1800020320,\N
1800020333,Thriller|Science Fiction/Fantasy
1800020345,Comedy|Drama|Romance
1800020351,Art/Foreign
1800020361,Comedy
1800020374,Comedy
1800020389,Art/Foreign|Romance
1800020402,Documentary
1800020404,Romance|Thriller
1800020413,Kids/Family
1800020427,Comedy|Kids/Family
1800020437,Drama
1800020446,\N
1800020455,Kids/Family
1800020459,Art/Foreign|Drama
1800020469,\N
1800020473,Kids/Family
1800020482,\N
1800020489,Comedy
1800020493,Drama
1800020497,Suspense/Horror|Thriller
1800020507,Comedy
1800020513,Drama
1800020517,\N
1800020522,Comedy
1800020525,\N
1800020536,Drama
1800020546,\N
1800020553,Drama
1800020561,Art/Foreign
1800020576,Comedy|Romance
1800020586,Comedy
1800020591,Art/Foreign|Drama
1800020600,Drama|Romance|Science Fiction/Fantasy
1800020619,Comedy
1800020626,Comedy|Romance
1800020646,Thriller
1800020664,Action/Adventure|Suspense/Horror
1800020706,Comedy
1800020715,Drama
1800020724,Comedy
1800020727,Thriller
1800020734,Thriller
1800020738,Drama
1800020749,\N
1800020752,Science Fiction/Fantasy
1800020764,Art/Foreign|Drama|Crime/Gangster
1800020782,Drama
1800020789,Drama
1800020795,\N
1800020799,Drama
1800020808,\N
1800020818,Comedy
1800020826,Drama
1800020835,Comedy
1800020861,Drama
1800020867,Drama
1800020871,Drama|Kids/Family
1800020880,Kids/Family
1800020886,Drama
1800020892,\N
1800020897,Comedy
1800020903,Comedy
1800020907,Art/Foreign|Drama
1800020928,Comedy
1800020934,Thriller|Suspense/Horror
1800020943,Drama
1800020950,Comedy
1800020958,Drama
1800020966,Drama|Thriller
1800020967,Drama
1800020981,\N
1800020997,Comedy
1800021005,Drama
1800021015,Drama
1800021024,Romance
1800021027,Drama|Science Fiction/Fantasy
1800021037,Comedy
1800021040,\N
1800021042,Drama
1800021052,Comedy
1800021059,\N
1800021063,Drama
1800021069,Thriller
1800021081,Drama
1800021088,Art/Foreign|Drama
1800021096,Science Fiction/Fantasy|Thriller
1800021112,\N
1800021125,Comedy
1800021136,Drama
1800021141,Science Fiction/Fantasy|Thriller
1800021161,Action/Adventure
1800021168,Comedy
1800021177,Documentary
1800021188,Thriller
1800021198,Drama|Romance
1800021205,Comedy
1800021212,Drama
1800021220,Documentary
1800021232,Drama
1800021257,Art/Foreign
1800021277,Comedy
1800021282,Drama
1800021290,Drama
1800021293,Comedy
1800021301,Thriller
1800021310,\N
1800021319,Comedy
1800021331,Suspense/Horror
1800021339,Thriller|Crime/Gangster
1800021361,Kids/Family
1800021367,\N
1800021386,Comedy
1800021396,Comedy|Romance
1800021403,Comedy
1800021415,Art/Foreign
1800021432,Comedy
1800021436,Art/Foreign|Drama
1800021458,Comedy
1800021461,Drama
1800021465,Romance|Comedy
1800021478,Comedy
1800021505,Documentary
1800021513,Action/Adventure|Drama|Thriller
1800021521,\N
1800021531,Action/Adventure|Thriller
1800021539,Thriller|Crime/Gangster
1800021557,Art/Foreign|Drama
1800021566,Drama
1800021580,Drama|Kids/Family|Drama|Kids/Family
1800021583,Documentary
1800021608,Documentary
1800021611,Drama
1800021618,Thriller
1800021623,Kids/Family
1800021630,Action/Adventure|Thriller
1800021635,Drama
1800021642,Kids/Family|Animation
1800021648,Art/Foreign|Science Fiction/Fantasy
1800021658,Drama
1800021670,\N
1800021671,Documentary
1800021677,Comedy|Drama
1800021683,Drama
1800021686,Drama
1800021696,Documentary
1800021701,Comedy|Romance
1800021722,Drama
1800021733,Drama
1800021738,Drama
1800021746,Thriller
1800021750,Action/Adventure|Drama
1800021757,Drama|Romance
1800021773,Documentary
1800021778,Comedy|Drama
1800021786,Kids/Family
1800021791,Drama|Romance
1800021799,Kids/Family
1800021803,\N
1800021804,Kids/Family
1800021817,Thriller
1800021826,Comedy
1800021832,\N
1800021839,\N
1800021847,Comedy
1800021857,\N
1800021869,Art/Foreign|Drama
1800021882,Comedy|Science Fiction/Fantasy
1800021892,Kids/Family
1800021900,Documentary
1800021909,Thriller
1800021911,Art/Foreign
1800021917,Comedy|Drama
1800021925,Kids/Family
1800021931,Comedy|Thriller
1800021946,Drama
1800021952,Drama
1800021959,Comedy|Science Fiction/Fantasy
1800021967,Drama
1800021970,Thriller
1800021974,\N
1800021982,Comedy|Documentary
1800021987,Drama
1800021994,Drama
1800022006,Action/Adventure|Comedy|Drama|Crime/Gangster
1800022015,Drama
1800022020,Drama
1800022026,Drama
1800022047,\N
1800022049,Drama
1800022060,Science Fiction/Fantasy|Thriller
1800022068,Comedy|Drama
1800022076,Kids/Family
1800022089,Drama
1800022096,Comedy
1800022106,Drama
1800022115,Drama
1800022138,Drama
1800022145,Comedy
1800022155,Drama
1800022165,Comedy|Documentary
1800022185,Drama
1800022193,Drama
1800022208,Comedy
1800022212,Comedy
1800022222,Romance
1800022229,Drama
1800022233,Art/Foreign|Drama
1800022245,\N
1800022254,\N
1800022255,Thriller
1800022263,Thriller
1800022268,Comedy
1800022278,Kids/Family
1800022290,Comedy|Romance
1800022305,Drama
1800022313,Drama
1800022324,\N
1800022332,Comedy
1800022337,Drama|Romance
1800022345,Comedy
1800022357,Documentary
1800022364,\N
1800022369,Comedy|Drama
1800022386,Comedy
1800022390,Comedy
1800022395,Romance
1800022403,Miscellaneous
1800022413,Drama
1800022420,Thriller
1800022423,Drama
1800022432,Comedy
1800022439,Drama|Thriller
1800022456,Comedy|Romance
1800022460,Drama
1800022466,Documentary
1800022471,Drama
1800022479,Art/Foreign
1800022490,Comedy
1800022505,Comedy
1800022515,Comedy
1800022534,Drama
1800022542,Drama|Romance
1800022557,Documentary
1800022564,Drama
1800022568,Art/Foreign
1800022581,Thriller|Science Fiction/Fantasy|Action/Adventure
1800022588,Drama
1800022592,\N
1800022605,Documentary
1800022613,Art/Foreign|Comedy|Romance
1800022626,Documentary
1800022628,Comedy
1800022634,Drama
1800022654,Thriller|Crime/Gangster
1800022656,Action/Adventure
1800022667,Documentary
1800022676,Comedy
1800022700,Comedy
1800022708,Drama
1800022716,Drama
1800022729,Drama
1800022746,Kids/Family
1800022751,Drama|Kids/Family
1800022761,\N
1800022768,Romance
1800022773,Comedy|Romance
1800022781,Romance
1800022788,Drama
1800022800,\N
1800022810,Comedy
1800022815,Action/Adventure
1800022825,Comedy
1800022828,Drama
1800022834,Documentary
1800022838,Kids/Family
1800022843,Thriller|Crime/Gangster
1800022849,Art/Foreign|Drama|Romance
1800022861,Drama
1800022864,\N
1800022878,Comedy
1800022894,Drama
1800022899,Comedy|Suspense/Horror
1800022907,Comedy
1800022920,Drama|Crime/Gangster
1800022922,Drama
1800022935,\N
1800022944,Kids/Family|Comedy
1800022963,Drama
1800022965,Documentary
1800022974,Comedy
1800022982,Action/Adventure|Drama
1800022996,Comedy
1800023001,Comedy|Drama
1800023024,\N
1800023033,\N
1800023037,Drama
1800023043,Drama
1800023052,Drama
1800023066,\N
1800023078,Art/Foreign|Drama
1800023087,Comedy|Thriller
1800023114,Drama
1800023116,\N
1800023122,Comedy|Romance
1800023131,Drama
1800023134,Science Fiction/Fantasy|Thriller
1800023140,Thriller
1800023150,Art/Foreign
1800023160,Drama
1800023164,Comedy
1800023172,\N
1800023179,Comedy
1800023204,\N
1800023217,Drama
1800023226,Comedy|Kids/Family
1800023235,Comedy|Crime/Gangster
1800023239,\N
1800023240,Drama
1800023244,Comedy
1800023251,Comedy
1800023257,\N
1800023269,Drama|Romance
1800023276,Art/Foreign|Documentary
1800023281,Drama
1800023288,Comedy|Romance
1800023296,Documentary
1800023302,Comedy
1800023305,Drama
1800023310,Drama
1800023317,\N
1800023320,Comedy
1800023325,\N
1800023330,Comedy
1800023336,Drama|Crime/Gangster
1800023347,Kids/Family|Comedy
1800023353,Drama
1800023362,Action/Adventure|Comedy|Science Fiction/Fantasy
1800023366,Drama
1800023371,Drama
1800023374,Thriller
1800023386,Comedy|Drama
1800023416,Action/Adventure|Drama
1800023434,Suspense/Horror|Thriller
1800023438,Documentary
1800023440,Art/Foreign
1800023450,Documentary
1800023458,Comedy|Drama
1800023465,Documentary
1800023471,\N
1800023478,Drama
1800023483,Comedy
1800023493,Drama
1800023498,Documentary
1800023501,Action/Adventure
1800023504,Drama
1800023508,Comedy|Kids/Family
1800023514,Comedy
1800023520,Comedy
1800023530,Comedy
1800023535,Comedy
1800023539,Action/Adventure
1800023548,Drama
1800023551,Drama|Romance
1800023559,Kids/Family
1800023578,Drama
1800023586,Comedy
1800023589,Comedy|Kids/Family
1800023599,Comedy
1800023604,Drama
1800023623,Comedy|Romance
1800023648,Drama
1800023663,\N
1800023669,Drama
1800023679,Science Fiction/Fantasy
1800023686,Romance|Comedy
1800023693,Comedy
1800023695,\N
1800023698,Thriller
1800023704,Drama
1800023715,Thriller
1800023717,Drama
1800023730,Art/Foreign|Drama
1800023741,Comedy|Romance
1800023747,Action/Adventure|Art/Foreign|Thriller
1800023756,Drama
1800023766,Documentary
1800023777,Comedy
1800023780,\N
1800023786,Comedy|Romance
1800023793,Documentary
1800023811,Drama
1800023818,Drama
1800023841,Comedy|Science Fiction/Fantasy
1800023849,Art/Foreign|Drama
1800023859,Drama
1800023863,Action/Adventure|Crime/Gangster
1800023867,Documentary
1800023875,Comedy
1800023887,\N
1800023888,Documentary
1800023895,Drama
1800023909,Comedy
1800023916,Documentary
1800023931,Comedy
1800023936,Drama|Thriller
1800023945,Art/Foreign|Drama|Animation
1800023963,Thriller
1800023966,Drama
1800023973,Art/Foreign|Documentary
1800023978,Action/Adventure|Drama
1800023988,Drama
1800023997,Comedy
1800024005,Art/Foreign|Romance
1800024013,Thriller
1800024022,Comedy
1800024026,Drama
1800024040,Comedy
1800024047,\N
1800024054,\N
1800024071,Comedy
1800024089,Art/Foreign|Drama
1800024095,Comedy
1800024106,Thriller
1800024114,Art/Foreign
1800024119,Art/Foreign|Drama
1800024141,Action/Adventure
1800024145,\N
1800024146,Drama|Romance
1800024164,\N
1800024170,Suspense/Horror|Thriller
1800024182,Drama
1800024188,Documentary
1800024196,Art/Foreign|Comedy
1800024204,\N
1800024211,Drama
1800024217,Documentary
1800024221,Drama
1800024227,Drama
1800024236,\N
1800024243,Documentary
1800024255,Action/Adventure|Thriller
1800024262,Drama
1800024275,Drama
1800024279,Kids/Family
1800024300,Action/Adventure|Comedy
1800024314,Comedy|Drama
1800024323,Comedy
1800024330,Art/Foreign|Comedy|Musical/Performing Arts
1800024340,\N
1800024366,Drama
1800024381,Suspense/Horror|Thriller
1800024386,Suspense/Horror
1800024398,Drama
1800024401,Comedy
1800024406,\N
1800024426,Drama|Kids/Family
1800024436,\N
1800024444,Comedy
1800024450,Art/Foreign
1800024464,Comedy|Romance
1800024473,Kids/Family
1800024480,Kids/Family
1800024488,Drama
1800024493,\N
1800024495,\N
1800024497,Comedy|Romance
1800024504,Comedy|Drama|Romance
1800024516,Drama
1800024518,Documentary
1800024525,\N
1800024532,Documentary
1800024542,\N
1800024549,Comedy|Drama
1800024554,Action/Adventure|Comedy
1800024574,Comedy|Romance
1800024583,Art/Foreign|Comedy
1800024594,Romance|Action/Adventure
1800024602,Action/Adventure|Science Fiction/Fantasy
1800024623,Comedy
1800024633,Drama
1800024644,Comedy|Kids/Family
1800024650,Drama|Romance
1800024657,Comedy
1800024664,Action/Adventure|Kids/Family
1800024670,Comedy
1800024682,Thriller
1800024687,Drama|Romance
1800024701,Comedy|Crime/Gangster
1800024707,\N
1800024709,Drama
1800024713,Comedy
1800024719,Romance
1800024725,Kids/Family
1800024733,Art/Foreign|Comedy|Romance
1800024740,\N
1800024744,Science Fiction/Fantasy|Thriller
1800024750,Documentary
1800024755,Documentary
1800024763,Thriller
1800024769,Science Fiction/Fantasy
1800024778,Comedy|Romance
1800024786,Kids/Family
1800024791,Action/Adventure|Science Fiction/Fantasy
1800024802,Science Fiction/Fantasy
1800024806,Science Fiction/Fantasy
1800024813,Science Fiction/Fantasy
1800024816,Science Fiction/Fantasy
1800024819,Science Fiction/Fantasy
1800024823,Science Fiction/Fantasy
1800024844,Thriller
1800024856,Action/Adventure|Thriller
1800024880,Thriller
1800024885,Documentary
1800024894,Thriller
1800024905,Drama
1800024915,Comedy
1800024920,Comedy|Kids/Family
1800024930,Drama
1800024938,Comedy|Thriller|Crime/Gangster
1800024944,Comedy
1800024960,Documentary
1800024964,Art/Foreign
1800024967,\N
1800024968,Science Fiction/Fantasy|Thriller
1800024981,Comedy
1800024989,Documentary
1800024995,Art/Foreign|Drama|Comedy
1800024999,Drama|Romance
1800025011,Art/Foreign|Drama
1800025033,\N
1800025036,Comedy|Drama|Thriller
1800025055,Comedy|Drama
1800025063,Drama|Crime/Gangster
1800025083,Art/Foreign|Drama
1800025098,Kids/Family
1800025112,Drama
1800025120,\N
1800025129,Kids/Family
1800025138,Comedy
1800025154,Art/Foreign|Documentary
1800025170,Comedy
1800025180,Drama
1800025187,Comedy
1800025192,Drama
1800025219,Comedy|Thriller
1800025223,Comedy
1800025230,Thriller
1800025237,Thriller
1800025260,Drama
1800025266,Drama|Thriller
1800025276,Drama
1800025291,Comedy
1800025302,Art/Foreign|Drama
1800025320,Art/Foreign|Romance
1800025324,\N
1800025331,Drama
1800025336,Art/Foreign|Drama
1800025345,Art/Foreign
1800025350,\N
1800025366,\N
1800025371,Drama
1800025374,Documentary
1800025379,Suspense/Horror|Thriller
1800025398,\N
1800025400,Art/Foreign|Comedy
1800025410,Comedy
1800025419,Comedy
1800025423,Drama
1800025430,Art/Foreign|Romance
1800025447,Drama
1800025457,Drama|Romance
1800025460,Drama
1800025462,Drama
1800025467,Action/Adventure|Comedy
1800025483,Documentary
1800025486,Drama|Science Fiction/Fantasy
1800025496,Comedy
1800025501,Drama|Crime/Gangster
1800025504,Art/Foreign|Drama|Romance
1800025513,Drama
1800025531,Art/Foreign|Drama
1800025545,Documentary
1800025551,Thriller|Drama
1800025557,Drama|Crime/Gangster
1800025561,Drama
1800025568,Documentary|Drama
1800025595,Comedy
1800025601,Drama
1800025607,Drama
1800025610,Kids/Family
1800025623,\N
1800025624,Drama
1800025632,Drama
1800025639,\N
1800025652,Crime/Gangster
1800025657,Suspense/Horror|Thriller
1800025677,Art/Foreign|Drama
1800025691,Drama
1800025699,Comedy
1800025705,Comedy|Documentary
1800025719,Documentary
1800025729,Comedy|Romance
1800025736,Drama
1800025746,Drama
1800025762,Kids/Family
1800025768,Documentary
1800025778,Thriller
1800025780,Comedy
1800025786,Art/Foreign|Romance
1800025794,Drama|Romance
1800025805,Documentary
1800025808,Drama
1800025812,\N
1800025816,Action/Adventure
1800025823,Comedy
1800025838,Drama
1800025842,Comedy|Drama
1800025850,Art/Foreign|Drama
1800025860,\N
1800025861,Drama
1800025874,Art/Foreign
1800025895,Documentary
1800025909,Drama
1800025911,Comedy
1800025913,Comedy|Romance
1800025928,Action/Adventure|Thriller
1800025955,\N
1800025962,Comedy|Kids/Family
1800025970,\N
1800025977,Thriller
1800025984,Drama
1800025988,Comedy
1800025993,Drama|Thriller
1800026004,\N
1800026010,Drama
1800026019,Suspense/Horror|Thriller
1800026033,Art/Foreign|Comedy|Drama
1800026046,Thriller
1800026053,Action/Adventure
1800026055,Comedy
1800026060,Kids/Family
1800026083,Thriller
1800026088,Comedy
1800026094,Comedy|Romance
1800026102,Documentary
1800026106,Drama
1800026135,\N
1800026141,Drama
1800026145,Science Fiction/Fantasy|Action/Adventure
1800026159,Art/Foreign
1800026173,Thriller
1800026187,Art/Foreign|Comedy
1800026199,Drama
1800026205,Comedy|Drama
1800026212,Art/Foreign|Documentary
1800026220,Comedy|Romance
1800026225,Art/Foreign|Drama
1800026231,\N
1800026237,Comedy|Romance
1800026249,Drama
1800026255,Thriller
1800026259,Art/Foreign|Documentary
1800026266,Drama
1800026271,Romance|Thriller
1800026295,Art/Foreign|Comedy|Drama
1800026312,Comedy|Romance
1800026322,\N
1800026324,Drama|Romance
1800026332,Comedy
1800026339,Drama|Crime/Gangster
1800026368,Art/Foreign|Drama
1800026393,Science Fiction/Fantasy|Animation
1800026398,Romance|Drama
1800026404,Comedy
1800026417,Drama
1800026423,Action/Adventure|Drama
1800026429,Comedy
1800026433,Thriller
1800026443,Comedy|Kids/Family|Animation
1800026448,Art/Foreign|Comedy
1800026459,Comedy
1800026461,Documentary
1800026465,Drama
1800026472,Drama
1800026476,\N
1800026484,Comedy
1800026486,Documentary
1800026502,Comedy
1800026507,Comedy
1800026516,Drama
1800026526,Kids/Family
1800026533,Comedy
1800026537,Drama
1800026554,Thriller
1800026557,Action/Adventure|Comedy
1800026572,Art/Foreign
1800026582,Thriller
1800026586,Comedy
1800026589,Documentary
1800026593,Art/Foreign
1800026609,Art/Foreign|Drama
1800026619,\N
1800026624,Art/Foreign
1800026633,Comedy|Documentary
1800026643,Suspense/Horror
1800026650,\N
1800026651,\N
1800026667,Drama
1800026671,Comedy
1800026678,Comedy
1800026696,Documentary
1800026699,Comedy|Drama
1800026703,Comedy
1800026714,Drama
1800026717,Art/Foreign|Comedy
1800026726,Drama
1800026729,Comedy
1800026744,Art/Foreign
1800026753,Documentary
1800026758,Romance
1800026767,Drama
1800026770,Drama
1800026783,Art/Foreign
1800026794,Art/Foreign
1800026798,Documentary
1800026814,Kids/Family
1800026824,\N
1800026837,Drama
1800026839,Drama
1800026847,Documentary|Drama
1800026855,Documentary
1800026861,Drama
1800026869,Drama
1800026887,Action/Adventure
1800026894,Romance
1800026900,Documentary
1800026906,Comedy|Romance
1800026913,Comedy
1800026932,Documentary
1800026941,Comedy|Drama
1800026944,Art/Foreign
1800026954,Thriller
1800026957,Comedy
1800026962,Science Fiction/Fantasy
1800027516,Drama|Documentary
1800027521,Art/Foreign|Drama
1800027544,Art/Foreign|Documentary
1800027605,Art/Foreign|Drama
1800027621,Thriller
1800027704,Kids/Family
1800027760,Drama
1800027836,Musical/Performing Arts
1800027840,Drama
1800027858,Drama
1800027874,Drama
1800027897,Drama
1800027944,Musical/Performing Arts
1800027973,Comedy
1800028030,Western
1800028032,Western
1800028076,Musical/Performing Arts
1800028080,Action/Adventure
1800028098,Drama
1800028122,Drama
1800028148,Art/Foreign
1800028163,Drama
1800028171,Suspense/Horror
1800028206,Comedy
1800028227,Action/Adventure
1800028233,Action/Adventure
1800028241,Western
1800028250,Western
1800028267,Comedy
1800028293,Suspense/Horror
1800028303,Suspense/Horror
1800028309,Art/Foreign
1800028321,Action/Adventure
1800028340,Special Interest
1800028342,Special Interest
1800028344,Special Interest
1800028346,Special Interest
1800028348,Special Interest
1800028352,Western
1800028388,Comedy
1800028419,Comedy
1800028423,Musical/Performing Arts
1800028439,Action/Adventure
1800028461,Action/Adventure
1800028476,Suspense/Horror
1800028484,Suspense/Horror
1800028492,Drama
1800028526,Comedy
1800028544,Musical/Performing Arts
1800028552,Kids/Family
1800028556,Musical/Performing Arts
1800028588,Art/Foreign
1800028654,Special Interest
1800028658,Kids/Family
1800028660,Kids/Family
1800028662,Kids/Family
1800028666,Special Interest
1800028686,Special Interest
1800028693,Musical/Performing Arts
1800028711,Western
1800028729,Western
1800028739,Western
1800028751,Special Interest
1800028774,Special Interest
1800028776,Comedy
1800028782,Action/Adventure
1800028794,Action/Adventure
1800028818,Action/Adventure
1800028852,Special Interest
1800028854,Special Interest
1800028856,Special Interest
1800028858,Special Interest
1800028860,Musical/Performing Arts
1800028949,Kids/Family
1800028965,Science Fiction/Fantasy
1800028969,Kids/Family
1800028971,Kids/Family
1800028973,Kids/Family
1800028975,Kids/Family
